name,long_name,label,type,spss_index,label_set_id,value_labels_json,non_missing_count,missing_count
P18_5,P18_5,"P.18) Na sua opinião, o que motivou a violência que o(a) sr(a) sofreu na escola? Algum outro?",numeric,92,22,"{""1"": ""Raça/Cor/Etnia"", ""2"": ""Classe social"", ""3"": ""Gênero ou sexo"", ""4"": ""Local de moradia (cidade, região da cidade, bairro, comunidade)"", ""5"": ""Deficiência (auditiva, visual, intelectual e motora)"", ""6"": ""Orientação sexual (heterossexual, homossexual)"", ""7"": ""Local de origem/onde nasceu (país ou região do país)"", ""8"": ""Religião"", ""9"": ""Opinião política"", ""10"": ""Aparência física"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",3,1997
P18_6,P18_6,"P.18) Na sua opinião, o que motivou a violência que o(a) sr(a) sofreu na escola? Algum outro?",numeric,93,22,"{""1"": ""Raça/Cor/Etnia"", ""2"": ""Classe social"", ""3"": ""Gênero ou sexo"", ""4"": ""Local de moradia (cidade, região da cidade, bairro, comunidade)"", ""5"": ""Deficiência (auditiva, visual, intelectual e motora)"", ""6"": ""Orientação sexual (heterossexual, homossexual)"", ""7"": ""Local de origem/onde nasceu (país ou região do país)"", ""8"": ""Religião"", ""9"": ""Opinião política"", ""10"": ""Aparência física"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",1,1999
P19A,P19A,P.19A) Diga se concorda ou discorda de cada afirmação a seguir: Pessoas brancas e pessoas negras são tratadas de forma diferente pelas polícias.,numeric,94,23,"{""1"": ""Concordo totalmente"", ""2"": ""Concordo em parte"", ""3"": ""Nem concordo, nem discordo (Esp.)"", ""4"": ""Discordo em parte"", ""5"": ""Discordo totalmente"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P19B,P19B,P.19B) Diga se concorda ou discorda de cada afirmação a seguir: Pessoas negras são mais criminalizadas e punidas do que as pessoas brancas.,numeric,95,23,"{""1"": ""Concordo totalmente"", ""2"": ""Concordo em parte"", ""3"": ""Nem concordo, nem discordo (Esp.)"", ""4"": ""Discordo em parte"", ""5"": ""Discordo totalmente"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P19C,P19C,"P.19C) Diga se concorda ou discorda de cada afirmação a seguir: A abordagem policial é baseada na cor da pele, tipo de cabelo e tipo de vestimenta das pessoas.",numeric,96,23,"{""1"": ""Concordo totalmente"", ""2"": ""Concordo em parte"", ""3"": ""Nem concordo, nem discordo (Esp.)"", ""4"": ""Discordo em parte"", ""5"": ""Discordo totalmente"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P19D,P19D,P.19D) Diga se concorda ou discorda de cada afirmação a seguir: O Brasil possui políticas públicas suficientes para garantir a inclusão e mais oportunidades para pessoas negras.,numeric,97,23,"{""1"": ""Concordo totalmente"", ""2"": ""Concordo em parte"", ""3"": ""Nem concordo, nem discordo (Esp.)"", ""4"": ""Discordo em parte"", ""5"": ""Discordo totalmente"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P19E,P19E,P.19E) Diga se concorda ou discorda de cada afirmação a seguir: Aumentar a representatividade das pessoas negras na política e em cargos de poder contribui para diminuir as desigualdades estruturais.,numeric,98,23,"{""1"": ""Concordo totalmente"", ""2"": ""Concordo em parte"", ""3"": ""Nem concordo, nem discordo (Esp.)"", ""4"": ""Discordo em parte"", ""5"": ""Discordo totalmente"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P20_1,P20_1,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? ,numeric,99,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P20_2,P20_2,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Mais algum? ,numeric,100,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",631,1369
P20_3,P20_3,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Algum outro?,numeric,101,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",368,1632
P20_4,P20_4,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Algum outro?,numeric,102,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",138,1862
P20_5,P20_5,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Algum outro?,numeric,103,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",99,1901
P20_6,P20_6,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Algum outro?,numeric,104,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",84,1916
P20_7,P20_7,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Algum outro?,numeric,105,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",74,1926
P20_8,P20_8,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Algum outro?,numeric,106,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",70,1930
P20_9,P20_9,P.20) O(A) sr(a) sente que o seu grupo étnico-racial está representado de forma adequada em quais desses espaços? Algum outro?,numeric,107,24,"{""1"": ""Política"", ""2"": ""Poder executivo (presidente, governadores e prefeitos)"", ""3"": ""Poder legislativo (deputados federais, senadores, depuradores estaduais e vereadores)"", ""4"": ""Poder judiciário (Supremo Tribunal Federal, tribunais estaduais e juízes)"", ""5"": ""Organismos internacionais (ONU, Otan, Banco Mundial, FMI, OMC, etc.)"", ""6"": ""Mídia (televisão, jornais, revistas, rádio, mídias sociais, etc.)"", ""7"": ""Setor empresarial"", ""8"": ""Movimentos Sociais (grupos organizados que representam causas específicas e buscam mudança social)"", ""9"": ""Organizações Não-governamentais/ONGs"", ""97"": ""Não sente que está representado nesses espaços (Esp.)"", ""99"": ""Não sabe/ Não respondeu""}",62,1938
P21A,P21A,"P.21A) Pensando em vagas em faculdades/universidades, concursos públicos e empregos em empresas privadas, o(a) sr(a) diria que é a favor ou contra cada um dos itens a seguir: Cotas/ações afirmativas ou reservas de vagas de emprego de forma geral.",numeric,108,25,"{""1"": ""A favor"", ""2"": ""Contra"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P21B,P21B,"P.21B) Pensando em vagas em faculdades/universidades, concursos públicos e empregos em empresas privadas, o(a) sr(a) diria que é a favor ou contra cada um dos itens a seguir: Cotas raciais (para negros e indígenas).",numeric,109,25,"{""1"": ""A favor"", ""2"": ""Contra"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P21C,P21C,"P.21C) Pensando em vagas em faculdades/universidades, concursos públicos e empregos em empresas privadas, o(a) sr(a) diria que é a favor ou contra cada um dos itens a seguir: Cotas sociais (para pessoas de baixa renda).",numeric,110,25,"{""1"": ""A favor"", ""2"": ""Contra"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P21D,P21D,"P.21D) Pensando em vagas em faculdades/universidades, concursos públicos e empregos em empresas privadas, o(a) sr(a) diria que é a favor ou contra cada um dos itens a seguir: Cotas para pessoas com deficiência.",numeric,111,25,"{""1"": ""A favor"", ""2"": ""Contra"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P21E,P21E,"P.21E) Pensando em vagas em faculdades/universidades, concursos públicos e empregos em empresas privadas, o(a) sr(a) diria que é a favor ou contra cada um dos itens a seguir: Cotas para mulheres.",numeric,112,25,"{""1"": ""A favor"", ""2"": ""Contra"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P21F,P21F,"P.21F) Pensando em vagas em faculdades/universidades, concursos públicos e empregos em empresas privadas, o(a) sr(a) diria que é a favor ou contra cada um dos itens a seguir: Cotas para pessoas LGBTQIA+.",numeric,113,25,"{""1"": ""A favor"", ""2"": ""Contra"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P22_1,P22_1,P.22) O(A) sr(a) já se beneficiou de algum tipo de cotas ou/ ações afirmativas? Quais? (Espontânea),numeric,114,26,"{""1"": ""De acesso à educação (cursinho, escola, faculdade/universidade)"", ""2"": ""De acesso ao emprego (concurso público, emprego privado)"", ""3"": ""De acesso à moradia"", ""4"": ""Outro tipo de cota ou ação afirmativa"", ""97"": ""Nunca se beneficiou de políticas de ação afirmativa/reservas de vagas"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P22_2,P22_2,P.22) O(A) sr(a) já se beneficiou de algum tipo de cotas ou/ ações afirmativas? Quais? (Espontânea),numeric,115,26,"{""1"": ""De acesso à educação (cursinho, escola, faculdade/universidade)"", ""2"": ""De acesso ao emprego (concurso público, emprego privado)"", ""3"": ""De acesso à moradia"", ""4"": ""Outro tipo de cota ou ação afirmativa"", ""97"": ""Nunca se beneficiou de políticas de ação afirmativa/reservas de vagas"", ""99"": ""Não sabe/ Não respondeu""}",10,1990
P22_3,P22_3,P.22) O(A) sr(a) já se beneficiou de algum tipo de cotas ou/ ações afirmativas? Quais? (Espontânea),numeric,116,26,"{""1"": ""De acesso à educação (cursinho, escola, faculdade/universidade)"", ""2"": ""De acesso ao emprego (concurso público, emprego privado)"", ""3"": ""De acesso à moradia"", ""4"": ""Outro tipo de cota ou ação afirmativa"", ""97"": ""Nunca se beneficiou de políticas de ação afirmativa/reservas de vagas"", ""99"": ""Não sabe/ Não respondeu""}",1,1999
P23,P23,"P.23) Na sua opinião, o quanto é importante a convivência entre pessoas com deficiência e pessoas sem deficiência em espaços como escolas/faculdades/universidades e no trabalho?",numeric,117,27,"{""1"": ""Muito importante"", ""2"": ""Pouco importante"", ""3"": ""Nada importante"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P24A,P24A,"P.24A) Para cada um dos lugares e serviços que frequenta na sua cidade, por favor diga se existe ou não existe acessibilidade, ou seja, facilidade de acesso para pessoas com deficiência: Ruas e calçadas.",numeric,118,28,"{""1"": ""Existe"", ""2"": ""Não existe"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P24B,P24B,"P.24B) Para cada um dos lugares e serviços que frequenta na sua cidade, por favor diga se existe ou não existe acessibilidade, ou seja, facilidade de acesso para pessoas com deficiência: Transporte público.",numeric,119,28,"{""1"": ""Existe"", ""2"": ""Não existe"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P24C,P24C,"P.24C) Para cada um dos lugares e serviços que frequenta na sua cidade, por favor diga se existe ou não existe acessibilidade, ou seja, facilidade de acesso para pessoas com deficiência: Escola/Faculdade.",numeric,120,28,"{""1"": ""Existe"", ""2"": ""Não existe"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P24D,P24D,"P.24D) Para cada um dos lugares e serviços que frequenta na sua cidade, por favor diga se existe ou não existe acessibilidade, ou seja, facilidade de acesso para pessoas com deficiência: Trabalho.",numeric,121,28,"{""1"": ""Existe"", ""2"": ""Não existe"", ""98"": ""Não sabe/ Não respondeu""}",2000,0
P25,P25,P.25) Gostaria que dissesse se o(a) sr(a) sabe ou já ouviu falar sobre equidade?,numeric,122,29,"{""1"": ""Sim"", ""2"": ""Não""}",2000,0
P26_1,P26_1,P.26) Para quais temas a seguir o(a) sr(a) acredita que o poder público deveria desenvolver ações de políticas públicas?,numeric,123,30,"{""1"": ""Enfrentamento das desigualdades"", ""2"": ""Valorização da diversidade"", ""3"": ""Promoção de uma educação antirracista"", ""4"": ""Promoção da equidade racial"", ""5"": ""Promoção da equidade de gênero"", ""6"": ""Enfrentamento  do racismo ambiental"", ""7"": ""Promoção da acessibilidade para pessoas com deficiência"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P26_2,P26_2,P.26) Para quais temas a seguir o(a) sr(a) acredita que o poder público deveria desenvolver ações de políticas públicas? Mais algum?,numeric,124,30,"{""1"": ""Enfrentamento das desigualdades"", ""2"": ""Valorização da diversidade"", ""3"": ""Promoção de uma educação antirracista"", ""4"": ""Promoção da equidade racial"", ""5"": ""Promoção da equidade de gênero"", ""6"": ""Enfrentamento  do racismo ambiental"", ""7"": ""Promoção da acessibilidade para pessoas com deficiência"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",1153,847
P26_3,P26_3,P.26) Para quais temas a seguir o(a) sr(a) acredita que o poder público deveria desenvolver ações de políticas públicas? Algum outro?,numeric,125,30,"{""1"": ""Enfrentamento das desigualdades"", ""2"": ""Valorização da diversidade"", ""3"": ""Promoção de uma educação antirracista"", ""4"": ""Promoção da equidade racial"", ""5"": ""Promoção da equidade de gênero"", ""6"": ""Enfrentamento  do racismo ambiental"", ""7"": ""Promoção da acessibilidade para pessoas com deficiência"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",720,1280
P26_4,P26_4,P.26) Para quais temas a seguir o(a) sr(a) acredita que o poder público deveria desenvolver ações de políticas públicas? Algum outro?,numeric,126,30,"{""1"": ""Enfrentamento das desigualdades"", ""2"": ""Valorização da diversidade"", ""3"": ""Promoção de uma educação antirracista"", ""4"": ""Promoção da equidade racial"", ""5"": ""Promoção da equidade de gênero"", ""6"": ""Enfrentamento  do racismo ambiental"", ""7"": ""Promoção da acessibilidade para pessoas com deficiência"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",246,1754
P26_5,P26_5,P.26) Para quais temas a seguir o(a) sr(a) acredita que o poder público deveria desenvolver ações de políticas públicas? Algum outro?,numeric,127,31,"{""1"": ""Enfrentamento das desigualdades"", ""2"": ""Valorização da diversidade"", ""3"": ""Promoção de uma educação antirracista"", ""4"": ""Promoção da equidade racial"", ""5"": ""Promoção da equidade de gênero"", ""6"": ""Enfrentamento  do racismo ambiental"", ""7"": ""Promoção da acessibilidade para pessoas com deficiência"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",159,1841
P26_6,P26_6,P.26) Para quais temas a seguir o(a) sr(a) acredita que o poder público deveria desenvolver ações de políticas públicas? Algum outro?,numeric,128,31,"{""1"": ""Enfrentamento das desigualdades"", ""2"": ""Valorização da diversidade"", ""3"": ""Promoção de uma educação antirracista"", ""4"": ""Promoção da equidade racial"", ""5"": ""Promoção da equidade de gênero"", ""6"": ""Enfrentamento  do racismo ambiental"", ""7"": ""Promoção da acessibilidade para pessoas com deficiência"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",119,1881
P26_7,P26_7,P.26) Para quais temas a seguir o(a) sr(a) acredita que o poder público deveria desenvolver ações de políticas públicas? Algum outro?,numeric,129,31,"{""1"": ""Enfrentamento das desigualdades"", ""2"": ""Valorização da diversidade"", ""3"": ""Promoção de uma educação antirracista"", ""4"": ""Promoção da equidade racial"", ""5"": ""Promoção da equidade de gênero"", ""6"": ""Enfrentamento  do racismo ambiental"", ""7"": ""Promoção da acessibilidade para pessoas com deficiência"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",102,1898
P_PCD_1,P_PCD_1,"P.PCD) Você, alguém do seu domicílio ou alguém que você convive ou se relaciona possui algum tipo de deficiência, seja ela física, sensorial, intelectual ou mental?",numeric,130,32,"{""1"": ""Sim, eu mesmo"", ""2"": ""Sim, alguém do domicílio"", ""3"": ""Sim, alguém que convive ou se relaciona"", ""4"": ""Não"", ""98"": ""Não sabe""}",2000,0
P_PCD_2,P_PCD_2,"P.PCD) Você, alguém do seu domicílio ou alguém que você convive ou se relaciona possui algum tipo de deficiência, seja ela física, sensorial, intelectual ou mental?",numeric,131,32,"{""1"": ""Sim, eu mesmo"", ""2"": ""Sim, alguém do domicílio"", ""3"": ""Sim, alguém que convive ou se relaciona"", ""4"": ""Não"", ""98"": ""Não sabe""}",25,1975
P_PCD_3,P_PCD_3,"P.PCD) Você, alguém do seu domicílio ou alguém que você convive ou se relaciona possui algum tipo de deficiência, seja ela física, sensorial, intelectual ou mental?",numeric,132,32,"{""1"": ""Sim, eu mesmo"", ""2"": ""Sim, alguém do domicílio"", ""3"": ""Sim, alguém que convive ou se relaciona"", ""4"": ""Não"", ""98"": ""Não sabe""}",3,1997
P_ORIENT,P_ORIENT,P.ORIENT) Indique qual é a sua orientação sexual:,numeric,133,33,"{""1"": ""Heterossexual"", ""2"": ""Homossexual"", ""3"": ""Bissexual"", ""4"": ""Assexual"", ""5"": ""Pansexual"", ""6"": ""Outros"", ""99"": ""Não respondeu""}",2000,0
P_POLITI,P_POLITICA,"P.POLÍTICA) Na política, as pessoas normalmente falam em “esquerda”, “direita” e “centro”. O(A) sr(a) se define como:",numeric,134,34,"{""1"": ""Mais à esquerda"", ""2"": ""No centro"", ""3"": ""Mais à direita"", ""4"": ""Não tem posicionamento político (Esp.)"", ""99"": ""Não respondeu""}",2000,0
RELIGIAO,RELIGIAO,,numeric,135,35,"{""1"": ""Católica Apostólica Romana"", ""2"": ""Assembléia de Deus"", ""3"": ""Batista/ Metodista/ Presbiteriana"", ""4"": ""Universal do Reino de Deus"", ""5"": ""Deus é Amor"", ""6"": ""Evangelho Quadrangular"", ""7"": ""Igreja Internacional da Graça"", ""8"": ""Renascer em Cristo"", ""9"": ""Sara nossa terra"", ""10"": ""Outras Evangélicas específicas"", ""11"": ""Evangélica - Não sabe especificar"", ""12"": ""Adventista"", ""13"": ""Testemunha de Jeová"", ""14"": ""Judaica"", ""15"": ""Espírita/ Kardecista"", ""16"": ""Afro-Brasileiras (Umbanda, Candomblé, etc)"", ""17"": ""Orientais (Budismo, Islamismo, etc)"", ""18"": ""Outras religiões"", ""19"": ""É religioso mas não segue nenhuma/ Agnóstico"", ""20"": ""Ateu, não tem religião"", ""99"": ""Não respondeu""}",2000,0
REND1,REND1,RENDA PESSOAL (EM SALÁRIOS MÍNIMOS),numeric,136,36,"{""1"": ""MAIS DE 20"", ""2"": ""MAIS DE 10 A 20"", ""3"": ""MAIS DE 5 A 10"", ""4"": ""MAIS DE 2 A 5"", ""5"": ""MAIS DE 1 A 2"", ""6"": ""ATÉ 1"", ""98"": ""NÃO TEM RENDIMENTO PESSOAL"", ""99"": ""NÃO RESPONDEU""}",2000,0
REND2,REND2,RENDA FAMILIAR (EM SALÁRIOS MÍNIMOS),numeric,137,36,"{""1"": ""MAIS DE 20"", ""2"": ""MAIS DE 10 A 20"", ""3"": ""MAIS DE 5 A 10"", ""4"": ""MAIS DE 2 A 5"", ""5"": ""MAIS DE 1 A 2"", ""6"": ""ATÉ 1"", ""98"": ""NÃO TEM RENDIMENTO PESSOAL"", ""99"": ""NÃO RESPONDEU""}",2000,0
UF,UF,ESTADOS,numeric,138,37,"{""11"": ""RO"", ""12"": ""AC"", ""13"": ""AM"", ""14"": ""RR"", ""15"": ""PA"", ""16"": ""AP"", ""17"": ""TO"", ""21"": ""MA"", ""22"": ""PI"", ""23"": ""CE"", ""24"": ""RN"", ""25"": ""PB"", ""26"": ""PE"", ""27"": ""AL"", ""28"": ""SE"", ""29"": ""BA"", ""31"": ""MG"", ""32"": ""ES"", ""33"": ""RJ"", ""35"": ""SP"", ""41"": ""PR"", ""42"": ""SC"", ""43"": ""RS"", ""50"": ""MS"", ""51"": ""MT"", ""52"": ""GO"", ""53"": ""DF""}",2000,0
